CID,CNTRY
AW-00020956,France
AW-00020957,France
AW-00020958,Germany
AW-00020959,France
AW-00020960,France
AW-00020961,France
AW-00020962,France
AW-00020963,UK
AW-00020964,France
AW-00020965,UK
AW-00020966,France
AW-00020967,Germany
AW-00020968,UK
AW-00020969,France
AW-00020970,Germany
AW-00020971,France
AW-00020972,UK
AW-00020973,UK
AW-00020974,France
AW-00020975,UK
AW-00020976,France
AW-00020977,France
AW-00020978,Germany
AW-00020979,Germany
AW-00020980,Germany
AW-00020981,Germany
AW-00020982,UK
AW-00020983,Australia
AW-00020984,Australia
AW-00020985,Australia
AW-00020986,Australia
AW-00020987,Australia
AW-00020988,Australia
AW-00020989,Australia
AW-00020990,Australia
AW-00020991,Australia
AW-00020992,Australia
AW-00020993,Australia
AW-00020994,Australia
AW-00020995,Australia
AW-00020996,Australia
AW-00020997,Australia
AW-00020998,Australia
AW-00020999,Australia
AW-00021000,Australia
AW-00021001,Australia
AW-00021002,Australia
AW-00021003,France
AW-00021004,France
AW-00021005,France
AW-00021006,Germany
AW-00021007,Germany
AW-00021008,Germany
AW-00021009,Germany
AW-00021010,Germany
AW-00021011,UK
AW-00021012,UK
AW-00021013,France
AW-00021014,France
AW-00021015,Germany
AW-00021016,Germany
AW-00021017,France
AW-00021018,UK
AW-00021019,France
AW-00021020,UK
AW-00021021,France
AW-00021022,France
AW-00021023,UK
AW-00021024,France
AW-00021025,UK
AW-00021026,UK
AW-00021027,UK
AW-00021028,UK
AW-00021029,Germany
AW-00021030,France
AW-00021031,France
AW-00021032,Germany
AW-00021033,France
AW-00021034,UK
AW-00021035,Germany
AW-00021036,UK
AW-00021037,Germany
AW-00021038,France
AW-00021039,UK
AW-00021040,UK
AW-00021041,France
AW-00021042,Germany
AW-00021043,Germany
AW-00021044,UK
AW-00021045,France
AW-00021046,UK
AW-00021047,Germany
AW-00021048,France
AW-00021049,UK
AW-00021050,France
AW-00021051,Germany
AW-00021052,Germany
AW-00021053,UK
AW-00021054,France
AW-00021055,Germany
AW-00021056,UK
AW-00021057,Germany
AW-00021058,France
AW-00021059,France
AW-00021060,UK
AW-00021061,France
AW-00021062,France
AW-00021063,France
AW-00021064,France
AW-00021065,Germany
AW-00021066,UK
AW-00021067,UK
AW-00021068,UK
AW-00021069,UK
AW-00021070,France
AW-00021071,UK
AW-00021072,France
AW-00021073,Germany
AW-00021074,UK
AW-00021075,Germany
AW-00021076,Germany
AW-00021077,France
AW-00021078,France
AW-00021079,UK
AW-00021080,France
AW-00021081,France
AW-00021082,Germany
AW-00021083,UK
AW-00021084,France
AW-00021085,Germany
AW-00021086,Germany
AW-00021087,Germany
AW-00021088,France
AW-00021089,France
AW-00021090,France
AW-00021091,Germany
AW-00021092,UK
AW-00021093,UK
AW-00021094,France
AW-00021095,France
AW-00021096,Germany
AW-00021097,Germany
AW-00021098,France
AW-00021099,France
AW-00021100,Germany
AW-00021101,UK
AW-00021102,Germany
AW-00021103,UK
AW-00021104,UK
AW-00021105,UK
AW-00021106,UK
AW-00021107,Germany
AW-00021108,Germany
AW-00021109,Germany
AW-00021110,UK
AW-00021111,UK
AW-00021112,France
AW-00021113,France
AW-00021114,Germany
AW-00021115,Germany
AW-00021116,UK
AW-00021117,France
AW-00021118,UK
AW-00021119,France
AW-00021120,Germany
AW-00021121,France
AW-00021122,France
AW-00021123,France
AW-00021124,UK
AW-00021125,France
AW-00021126,France
AW-00021127,France
AW-00021128,Germany
AW-00021129,Germany
AW-00021130,UK
AW-00021131,Germany
AW-00021132,France
AW-00021133,France
AW-00021134,UK
AW-00021135,UK
AW-00021136,UK
AW-00021137,UK
AW-00021138,Canada
AW-00021139,
AW-00021140,
AW-00021141,
AW-00021142,
AW-00021143,
AW-00021144,
AW-00021145,
AW-00021146,
AW-00021147,
AW-00021148,Canada
AW-00021149,
AW-00021150,
AW-00021151,
AW-00021152,
AW-00021153,
AW-00021154,
AW-00021155,
AW-00021156,
AW-00021157,
AW-00021158,
AW-00021159,
AW-00021160,
AW-00021161,
AW-00021162,
AW-00021163,
AW-00021164,
AW-00021165,Australia
AW-00021166,Australia
AW-00021167,Australia
AW-00021168,Australia
AW-00021169,Australia
AW-00021170,Australia
AW-00021171,Australia
AW-00021172,Australia
AW-00021173,Australia
AW-00021174,Australia
AW-00021175,Australia
AW-00021176,Australia
AW-00021177,Australia
AW-00021178,Australia
AW-00021179,Australia
AW-00021180,Australia
AW-00021181,Australia
AW-00021182,Australia
AW-00021183,Australia
AW-00021184,Australia
AW-00021185,Australia
AW-00021186,Australia
AW-00021187,Australia
AW-00021188,Australia
AW-00021189,Australia
AW-00021190,Australia
AW-00021191,Australia
AW-00021192,Australia
AW-00021193,Australia
AW-00021194,Australia
AW-00021195,Australia
AW-00021196,Australia
AW-00021197,Australia
AW-00021198,Australia
AW-00021199,Australia
AW-00021200,Australia
AW-00021201,Australia
AW-00021202,Australia
AW-00021203,Australia
AW-00021204,Australia
AW-00021205,Australia
AW-00021206,Australia
AW-00021207,Australia
AW-00021208,Australia
AW-00021209,Australia
AW-00021210,Australia
AW-00021211,Australia
AW-00021212,Australia
AW-00021213,Australia
AW-00021214,Australia
AW-00021215,Australia
AW-00021216,Australia
AW-00021217,Australia
AW-00021218,Australia
AW-00021219,Australia
AW-00021220,Australia
AW-00021221,Australia
AW-00021222,Australia
AW-00021223,Australia
AW-00021224,Australia
AW-00021225,Australia
AW-00021226,Australia
AW-00021227,Australia
AW-00021228,Australia
AW-00021229,Australia
AW-00021230,Australia
AW-00021231,Australia
AW-00021232,Australia
AW-00021233,
AW-00021234,
AW-00021235,
AW-00021236,
AW-00021237,
AW-00021238,Canada
AW-00021239,Australia
AW-00021240,
AW-00021241,
AW-00021242,
AW-00021243,
AW-00021244,
AW-00021245,
AW-00021246,
AW-00021247,
AW-00021248,Australia
AW-00021249,
AW-00021250,
AW-00021251,Canada
AW-00021252,Canada
AW-00021253,
AW-00021254,Australia
AW-00021255,Australia
AW-00021256,Australia
AW-00021257,Australia
AW-00021258,Australia
AW-00021259,Australia
AW-00021260,
AW-00021261,
AW-00021262,
AW-00021263,Canada
AW-00021264,
AW-00021265,
AW-00021266,Canada
AW-00021267,
AW-00021268,
AW-00021269,
AW-00021270,
AW-00021271,
AW-00021272,Canada
AW-00021273,
AW-00021274,
AW-00021275,
AW-00021276,Canada
AW-00021277,Canada
AW-00021278,
AW-00021279,Australia
AW-00021280,
AW-00021281,
AW-00021282,
AW-00021283,Australia
AW-00021284,Canada
AW-00021285,
AW-00021286,
AW-00021287,
AW-00021288,
AW-00021289,
AW-00021290,
AW-00021291,
AW-00021292,
AW-00021293,
AW-00021294,
AW-00021295,Canada
AW-00021296,
AW-00021297,
AW-00021298,
AW-00021299,
AW-00021300,
AW-00021301,
AW-00021302,
AW-00021303,
AW-00021304,
AW-00021305,Canada
AW-00021306,Canada
AW-00021307,
AW-00021308,Canada
AW-00021309,
AW-00021310,
AW-00021311,Canada
AW-00021312,
AW-00021313,
AW-00021314,
AW-00021315,
AW-00021316,
AW-00021317,
AW-00021318,Canada
AW-00021319,
AW-00021320,
AW-00021321,
AW-00021322,
AW-00021323,
AW-00021324,
AW-00021325,
AW-00021326,
AW-00021327,
AW-00021328,
AW-00021329,
AW-00021330,
AW-00021331,Canada
AW-00021332,Canada
AW-00021333,
AW-00021334,
AW-00021335,
AW-00021336,Canada
AW-00021337,
AW-00021338,
AW-00021339,Canada
AW-00021340,
AW-00021341,
AW-00021342,
AW-00021343,
AW-00021344,
AW-00021345,Canada
AW-00021346,
AW-00021347,Canada
AW-00021348,Canada
AW-00021349,Canada
AW-00021350,
AW-00021351,
AW-00021352,Canada
AW-00021353,
AW-00021354,Canada
AW-00021355,
AW-00021356,
AW-00021357,
AW-00021358,
AW-00021359,Australia
AW-00021360,Australia
AW-00021361,Australia
AW-00021362,Australia
AW-00021363,Australia
AW-00021364,Canada
AW-00021365,Australia
AW-00021366,Australia
AW-00021367,Australia
AW-00021368,
AW-00021369,
AW-00021370,Australia
AW-00021371,Australia
AW-00021372,Australia
AW-00021373,Australia
AW-00021374,Australia
AW-00021375,Australia
AW-00021376,Australia
AW-00021377,Australia
AW-00021378,Australia
AW-00021379,Australia
AW-00021380,Australia
AW-00021381,Australia
AW-00021382,Australia
AW-00021383,Australia
AW-00021384,Australia
AW-00021385,
AW-00021386,
AW-00021387,Australia
AW-00021388,
AW-00021389,Australia
AW-00021390,Australia
AW-00021391,Australia
AW-00021392,Australia
AW-00021393,Australia
AW-00021394,Australia
AW-00021395,
AW-00021396,
AW-00021397,
AW-00021398,
AW-00021399,
AW-00021400,Canada
AW-00021401,
AW-00021402,Australia
AW-00021403,Australia
AW-00021404,Australia
AW-00021405,Australia
AW-00021406,Australia
AW-00021407,Australia
AW-00021408,Australia
AW-00021409,Australia
AW-00021410,
AW-00021411,
AW-00021412,Canada
AW-00021413,
AW-00021414,
AW-00021415,
AW-00021416,
AW-00021417,
AW-00021418,Australia
AW-00021419,
AW-00021420,
AW-00021421,
AW-00021422,
AW-00021423,Canada
AW-00021424,
AW-00021425,
AW-00021426,
AW-00021427,
AW-00021428,
AW-00021429,
AW-00021430,
AW-00021431,Canada
AW-00021432,
AW-00021433,
AW-00021434,
AW-00021435,
AW-00021436,
AW-00021437,
AW-00021438,
AW-00021439,
AW-00021440,
AW-00021441,Canada
AW-00021442,
AW-00021443,
AW-00021444,
AW-00021445,
AW-00021446,Canada
AW-00021447,Canada
AW-00021448,
AW-00021449,
AW-00021450,Canada
AW-00021451,
AW-00021452,
AW-00021453,Canada
AW-00021454,
AW-00021455,
AW-00021456,
AW-00021457,
AW-00021458,
AW-00021459,
AW-00021460,
AW-00021461,Canada
AW-00021462,
AW-00021463,
AW-00021464,Canada
AW-00021465,
AW-00021466,
AW-00021467,
AW-00021468,
AW-00021469,
AW-00021470,
AW-00021471,Canada
AW-00021472,
AW-00021473,
AW-00021474,
AW-00021475,
AW-00021476,
AW-00021477,
AW-00021478,
AW-00021479,
AW-00021480,Canada
AW-00021481,
AW-00021482,
AW-00021483,
AW-00021484,
AW-00021485,
AW-00021486,
AW-00021487,
AW-00021488,
AW-00021489,Canada
AW-00021490,Canada
AW-00021491,
AW-00021492,
AW-00021493,
AW-00021494,Canada
AW-00021495,
AW-00021496,  
AW-00021497,  
AW-00021498,US
AW-00021499,US
AW-00021500,US
AW-00021501,Canada
AW-00021502,US
AW-00021503,US
AW-00021504,US
AW-00021505,France
AW-00021506,Germany
AW-00021507,UK
AW-00021508,UK
AW-00021509,UK
AW-00021510,Germany
AW-00021511,UK
AW-00021512,UK
AW-00021513,France
AW-00021514,Germany
AW-00021515,UK
AW-00021516,UK
AW-00021517,UK
AW-00021518,France
AW-00021519,Germany
AW-00021520,UK
AW-00021521,France
AW-00021522,France
AW-00021523,Germany
AW-00021524,UK
AW-00021525,UK
AW-00021526,Germany
AW-00021527,France
AW-00021528,Germany
AW-00021529,France
AW-00021530,France
AW-00021531,France
AW-00021532,Germany
AW-00021533,UK
AW-00021534,UK
AW-00021535,France
AW-00021536,Germany
AW-00021537,Germany
AW-00021538,France
AW-00021539,France
AW-00021540,UK
AW-00021541,UK
AW-00021542,France
AW-00021543,France
AW-00021544,UK
AW-00021545,UK
AW-00021546,Germany
AW-00021547,UK
AW-00021548,UK
AW-00021549,Germany
AW-00021550,Germany
AW-00021551,Australia
AW-00021552,Australia
AW-00021553,Australia
AW-00021554,Australia
AW-00021555,Australia
AW-00021556,Australia
AW-00021557,Australia
AW-00021558,Australia
AW-00021559,Australia
AW-00021560,Australia
AW-00021561,Australia
AW-00021562,Australia
AW-00021563,Australia
AW-00021564,Australia
AW-00021565,Australia
AW-00021566,Australia
AW-00021567,Australia
AW-00021568,Australia
AW-00021569,Australia
AW-00021570,Australia
AW-00021571,Australia
AW-00021572,Australia
AW-00021573,Australia
AW-00021574,US
AW-00021575,US
AW-00021576,US
AW-00021577,Canada
AW-00021578,US
AW-00021579,US
AW-00021580,Canada
AW-00021581,Canada
AW-00021582,Canada
AW-00021583,US
AW-00021584,US
AW-00021585,US
AW-00021586,US
AW-00021587,US
AW-00021588,US
AW-00021589,Canada
AW-00021590,US
AW-00021591,US
AW-00021592,US
AW-00021593,US
AW-00021594,US
AW-00021595,Canada
AW-00021596,US
AW-00021597,US
AW-00021598,US
AW-00021599,US
AW-00021600,US
AW-00021601,US
AW-00021602,US
AW-00021603,US
AW-00021604,US
AW-00021605,US
AW-00021606,US
AW-00021607,US
AW-00021608,US
AW-00021609,US
AW-00021610,US
AW-00021611,US
AW-00021612,US
AW-00021613,Canada
AW-00021614,Canada
AW-00021615,US
AW-00021616,US
AW-00021617,US
AW-00021618,Canada
AW-00021619,US
AW-00021620,Canada
AW-00021621,Canada
AW-00021622,Canada
AW-00021623,US
AW-00021624,US
AW-00021625,US
AW-00021626,US
AW-00021627,US
AW-00021628,US
AW-00021629,Canada
AW-00021630,US
AW-00021631,Canada
AW-00021632,US
AW-00021633,US
AW-00021634,US
AW-00021635,US
AW-00021636,US
AW-00021637,US
AW-00021638,US
AW-00021639,US
AW-00021640,US
AW-00021641,US
AW-00021642,Canada
AW-00021643,US
AW-00021644,US
AW-00021645,US
AW-00021646,US
AW-00021647,US
AW-00021648,US
AW-00021649,US
AW-00021650,US
AW-00021651,US
AW-00021652,Canada
AW-00021653,US
AW-00021654,US
AW-00021655,Canada
AW-00021656,Canada
AW-00021657,US
AW-00021658,Canada
AW-00021659,Canada
AW-00021660,US
AW-00021661,Germany
AW-00021662,France
AW-00021663,Germany
AW-00021664,France
AW-00021665,France
AW-00021666,Germany
AW-00021667,Germany
AW-00021668,UK
AW-00021669,UK
AW-00021670,France
AW-00021671,France
AW-00021672,Germany
AW-00021673,France
AW-00021674,Germany
AW-00021675,France
AW-00021676,France
AW-00021677,France
AW-00021678,UK
AW-00021679,UK
AW-00021680,Germany
AW-00021681,Germany
AW-00021682,UK
AW-00021683,UK
AW-00021684,France
AW-00021685,US
AW-00021686,US
AW-00021687,US
AW-00021688,US
AW-00021689,US
AW-00021690,Canada
AW-00021691,Canada
AW-00021692,US
AW-00021693,US
AW-00021694,US
AW-00021695,US
AW-00021696,US
AW-00021697,US
AW-00021698,US
AW-00021699,US
AW-00021700,US
AW-00021701,US
AW-00021702,Canada
AW-00021703,Canada
AW-00021704,US
AW-00021705,US
AW-00021706,US
AW-00021707,US
AW-00021708,US
AW-00021709,US
AW-00021710,Canada
AW-00021711,US
AW-00021712,US
AW-00021713,US
AW-00021714,US
AW-00021715,US
AW-00021716,US
AW-00021717,US
AW-00021718,US
AW-00021719,US
AW-00021720,US
AW-00021721,US
AW-00021722,US
AW-00021723,US
AW-00021724,US
AW-00021725,Canada
AW-00021726,Canada
AW-00021727,Canada
AW-00021728,US
AW-00021729,US
AW-00021730,US
AW-00021731,US
AW-00021732,Canada
AW-00021733,US
AW-00021734,US
AW-00021735,US
AW-00021736,US
AW-00021737,France
AW-00021738,UK
AW-00021739,UK
AW-00021740,UK
AW-00021741,Canada
AW-00021742,Canada
AW-00021743,US
AW-00021744,US
AW-00021745,Canada
AW-00021746,US
AW-00021747,US
AW-00021748,US
AW-00021749,US
AW-00021750,US
AW-00021751,US
AW-00021752,Canada
AW-00021753,US
AW-00021754,US
AW-00021755,US
AW-00021756,US
AW-00021757,US
AW-00021758,US
AW-00021759,Canada
AW-00021760,US
AW-00021761,US
AW-00021762,US
AW-00021763,US
AW-00021764,Canada
AW-00021765,US
AW-00021766,US
AW-00021767,US
AW-00021768,Canada
AW-00021769,US
AW-00021770,US
AW-00021771,US
AW-00021772,US
AW-00021773,US
AW-00021774,US
AW-00021775,US
AW-00021776,US
AW-00021777,Canada
AW-00021778,US
AW-00021779,US
AW-00021780,US
AW-00021781,US
AW-00021782,US
AW-00021783,US
AW-00021784,US
AW-00021785,US
AW-00021786,US
AW-00021787,US
AW-00021788,US
AW-00021789,US
AW-00021790,US
AW-00021791,US
AW-00021792,Canada
AW-00021793,US
AW-00021794,US
AW-00021795,US
AW-00021796,Canada
AW-00021797,US
AW-00021798,US
AW-00021799,US
AW-00021800,US
AW-00021801,US
AW-00021802,US
AW-00021803,Canada
AW-00021804,US
AW-00021805,US
AW-00021806,US
AW-00021807,US
AW-00021808,US
AW-00021809,US
AW-00021810,US
AW-00021811,US
AW-00021812,US
AW-00021813,Canada
AW-00021814,US
AW-00021815,Canada
AW-00021816,Germany
AW-00021817,UK
AW-00021818,France
AW-00021819,France
AW-00021820,France
AW-00021821,Germany
AW-00021822,UK
AW-00021823,Germany
AW-00021824,UK
AW-00021825,Germany
AW-00021826,Germany
AW-00021827,Germany
AW-00021828,Germany
AW-00021829,UK
AW-00021830,UK
AW-00021831,France
AW-00021832,France
AW-00021833,Germany
AW-00021834,Germany
AW-00021835,Germany
AW-00021836,Germany
AW-00021837,Germany
AW-00021838,Germany
AW-00021839,UK
AW-00021840,UK
AW-00021841,UK
AW-00021842,Germany
AW-00021843,Germany
AW-00021844,Germany
AW-00021845,France
AW-00021846,Germany
AW-00021847,UK
AW-00021848,UK
AW-00021849,France
AW-00021850,France
AW-00021851,Germany
AW-00021852,Germany
AW-00021853,Germany
AW-00021854,UK
AW-00021855,UK
AW-00021856,UK
AW-00021857,UK
AW-00021858,UK
AW-00021859,France
AW-00021860,France
AW-00021861,France
AW-00021862,France
AW-00021863,Germany
AW-00021864,UK
AW-00021865,UK
AW-00021866,France
AW-00021867,France
AW-00021868,Germany
AW-00021869,Germany
AW-00021870,UK
AW-00021871,Australia
AW-00021872,Australia
AW-00021873,Australia
AW-00021874,Australia
AW-00021875,Australia
AW-00021876,Australia
AW-00021877,Australia
AW-00021878,Australia
AW-00021879,Australia
AW-00021880,Australia
AW-00021881,Australia
AW-00021882,Australia
AW-00021883,Australia
AW-00021884,Australia
AW-00021885,Australia
AW-00021886,Australia
AW-00021887,Australia
AW-00021888,Australia
AW-00021889,Australia
AW-00021890,Australia
AW-00021891,Australia
AW-00021892,Australia
AW-00021893,Australia
AW-00021894,Australia
AW-00021895,Australia
AW-00021896,Australia
AW-00021897,Australia
AW-00021898,Australia
AW-00021899,Australia
AW-00021900,US
AW-00021901,US
AW-00021902,US
AW-00021903,US
AW-00021904,Canada
AW-00021905,US
AW-00021906,US
AW-00021907,US
AW-00021908,US
AW-00021909,US
AW-00021910,Germany
AW-00021911,France
AW-00021912,France
AW-00021913,France
AW-00021914,Germany
AW-00021915,US
AW-00021916,Canada
AW-00021917,US
AW-00021918,US
AW-00021919,US
AW-00021920,US
AW-00021921,Canada
AW-00021922,US
AW-00021923,US
AW-00021924,US
AW-00021925,Canada
AW-00021926,US
AW-00021927,US
AW-00021928,US
AW-00021929,US
AW-00021930,US
AW-00021931,US
AW-00021932,US
AW-00021933,US
AW-00021934,US
AW-00021935,US
AW-00021936,US
AW-00021937,US
AW-00021938,US
AW-00021939,Canada
AW-00021940,US
AW-00021941,US
AW-00021942,US
AW-00021943,Australia
AW-00021944,Australia
AW-00021945,Australia
AW-00021946,Australia
AW-00021947,Australia
AW-00021948,Australia
AW-00021949,Australia
AW-00021950,Australia
AW-00021951,Australia
AW-00021952,Australia
AW-00021953,Australia
AW-00021954,Australia
AW-00021955,Australia
AW-00021956,Australia
AW-00021957,Australia
AW-00021958,Australia
AW-00021959,Australia
AW-00021960,Australia
AW-00021961,Australia
AW-00021962,Australia
AW-00021963,Australia
AW-00021964,Australia
AW-00021965,Australia
AW-00021966,Australia
AW-00021967,Australia
AW-00021968,Australia
AW-00021969,Australia
AW-00021970,Australia
AW-00021971,Australia
AW-00021972,Australia
AW-00021973,Australia
AW-00021974,Australia
AW-00021975,Australia
AW-00021976,Australia
AW-00021977,Australia
AW-00021978,Australia
AW-00021979,Australia
AW-00021980,Australia
AW-00021981,Australia
AW-00021982,Australia
AW-00021983,Australia
AW-00021984,Australia
AW-00021985,Australia
AW-00021986,Australia
AW-00021987,Australia
AW-00021988,Australia
AW-00021989,Australia
AW-00021990,Australia
AW-00021991,Australia
AW-00021992,Australia
AW-00021993,Australia
AW-00021994,Australia
